stockid,assessid,stocklong,tsid,tsyear,tsvalue,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,1995,0.0106,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,1996,0.0103,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,1997,0.0102,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,1998,0.0095,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,1999,0.0094,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2000,0.0081,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2001,0.0096,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2002,0.0103,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2003,0.011,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2004,0.0106,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2005,0.0083,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2006,0.0089,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2007,0.01,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,F-1/T,2008,0.0102,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1978,2412,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1979,2403,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1980,2389,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1981,2378,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1982,2368,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1983,2358,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1984,2347,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1985,2334,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1986,2318,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1987,2305,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1988,2289,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1989,2275,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1990,2260,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1991,2247,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1992,2233,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1993,2187,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1994,2142,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1995,2098,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1996,2054,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1997,2011,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1998,1969,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,1999,1928,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2000,1888,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2001,1852,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2002,1813,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2003,1773,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2004,1732,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2005,1693,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2006,1658,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2007,1623,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TB-E03MT,2008,1586,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1978,10415,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1979,15748,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1980,13407,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1981,13101,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1982,14234,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1983,14586,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1984,17975,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1985,20726,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1986,18902,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1987,21514,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1988,20273,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1989,22359,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1990,20965,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1991,22064,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1992,22477,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1993,21876,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1994,20985,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1995,21108,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1996,20061,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1997,19628,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1998,17897,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,1999,17381,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2000,14723,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2001,17069,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2002,17947,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2003,18815,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2004,17655,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2005,13635,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2006,14273,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2007,15574,,,,,,
QUAHATLC,NEFSC-QUAHATLC-1978-2008-CHUTE,Ocean quahog Atlantic Coast,TL-MT,2008,15479,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1982,2445.58,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1983,3252.36,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1984,3874.96,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1985,2236.69,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1986,1248.68,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1987,2110.26,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1988,3592.67,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1989,2393.19,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1990,1526.71,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1991,1790.96,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1992,1061.24,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1993,1439.94,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1994,0.25,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1995,571.98,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1996,465.64,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1997,1725.24,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1998,1501.12,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,1999,1869.18,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2000,3129.37,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2001,4002.72,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2002,2142.47,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2003,1920.02,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2004,2040.28,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2005,2013.22,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2006,1716,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2007,1284,,,,,,
RDEEPCRABNWATL,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,Red deepsea crab Northwestern Atlantic,TL-MT,2008,1255,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1900,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1901,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1902,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1903,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1904,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1905,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1906,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1907,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1908,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1909,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1910,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1911,0,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1912,0.001,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1913,0.001,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1914,0.001,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1915,0.001,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1916,0.003,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1917,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1918,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1919,0.003,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1920,0.002,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1921,0.003,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1922,0.002,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1923,0.004,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1924,0.004,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1925,0.004,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1926,0.003,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1927,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1928,0.004,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1929,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1930,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1931,0.003,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1932,0.003,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1933,0.003,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1934,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1935,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1936,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1937,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1938,0.004,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1939,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1940,0.004,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1941,0.004,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1942,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1943,0.009,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1944,0.01,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1945,0.011,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1946,0.01,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1947,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1948,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1949,0.006,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1950,0.006,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1951,0.01,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1952,0.006,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1953,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1954,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1955,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1956,0.011,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1957,0.008,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1958,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1959,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1960,0.009,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1961,0.006,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1962,0.008,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1963,0.006,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1964,0.006,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1965,0.006,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1966,0.005,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1967,0.011,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1968,0.007,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1969,0.013,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1970,0.011,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1971,0.009,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1972,0.015,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1973,0.012,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1974,0.018,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1975,0.03,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1976,0.053,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1977,0.02,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1978,0.028,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1979,0.055,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1980,0.021,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1981,0.027,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1982,0.048,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1983,0.037,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1984,0.037,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1985,0.037,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1986,0.036,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1987,0.037,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1988,0.032,,,,,,
SABLEFPCOAST,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,Sablefish Pacific Coast,F-1/T,1989,0.031,,,,,,
