"","stockid","assessid","stocklong","tsid","tsyear","tsvalue","west_east"
"17205","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",1998,0.0072,"NWFSC"
"17206","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",1999,0.0086,"NWFSC"
"17207","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2000,0.0082,"NWFSC"
"17208","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2001,0.0084,"NWFSC"
"17209","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2002,0.0096,"NWFSC"
"17210","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2003,0.0071,"NWFSC"
"17211","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2004,0.0101,"NWFSC"
"17212","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2005,0.0108,"NWFSC"
"17213","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2006,0.0071,"NWFSC"
"17214","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2007,0.0062,"NWFSC"
"17215","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2008,0.0106,"NWFSC"
"17216","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2009,0.0053,"NWFSC"
"17217","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2010,0.0054,"NWFSC"
"17218","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","F-1/T",2011,NA,"NWFSC"
"17219","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1916,305690,"NWFSC"
"17220","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1917,305690,"NWFSC"
"17221","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1918,305690,"NWFSC"
"17222","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1919,305690,"NWFSC"
"17223","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1920,305690,"NWFSC"
"17224","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1921,305688,"NWFSC"
"17225","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1922,305687,"NWFSC"
"17226","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1923,305684,"NWFSC"
"17227","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1924,305681,"NWFSC"
"17228","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1925,305678,"NWFSC"
"17229","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1926,305674,"NWFSC"
"17230","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1927,305669,"NWFSC"
"17231","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1928,305664,"NWFSC"
"17232","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1929,305658,"NWFSC"
"17233","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1930,305652,"NWFSC"
"17234","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1931,305646,"NWFSC"
"17235","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1932,305639,"NWFSC"
"17236","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1933,305631,"NWFSC"
"17237","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1934,305623,"NWFSC"
"17238","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1935,305603,"NWFSC"
"17239","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1936,305586,"NWFSC"
"17240","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1937,305567,"NWFSC"
"17241","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1938,305529,"NWFSC"
"17242","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1939,305511,"NWFSC"
"17243","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1940,305455,"NWFSC"
"17244","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1941,305116,"NWFSC"
"17245","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1942,304499,"NWFSC"
"17246","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1943,303538,"NWFSC"
"17247","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1944,296921,"NWFSC"
"17248","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1945,291452,"NWFSC"
"17249","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1946,284228,"NWFSC"
"17250","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1947,269224,"NWFSC"
"17251","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1948,261549,"NWFSC"
"17252","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1949,254069,"NWFSC"
"17253","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1950,249397,"NWFSC"
"17254","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1951,245437,"NWFSC"
"17255","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1952,241949,"NWFSC"
"17256","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1953,241313,"NWFSC"
"17257","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1954,240915,"NWFSC"
"17258","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1955,240720,"NWFSC"
"17259","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1956,240507,"NWFSC"
"17260","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1957,240386,"NWFSC"
"17261","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1958,240210,"NWFSC"
"17262","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1959,240032,"NWFSC"
"17263","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1960,239767,"NWFSC"
"17264","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1961,239513,"NWFSC"
"17265","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1962,239253,"NWFSC"
"17266","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1963,239131,"NWFSC"
"17267","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1964,239152,"NWFSC"
"17268","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1965,239405,"NWFSC"
"17269","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1966,239605,"NWFSC"
"17270","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1967,239735,"NWFSC"
"17271","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1968,239860,"NWFSC"
"17272","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1969,239920,"NWFSC"
"17273","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1970,240084,"NWFSC"
"17274","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1971,240090,"NWFSC"
"17275","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1972,239982,"NWFSC"
"17276","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1973,240144,"NWFSC"
"17277","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1974,240478,"NWFSC"
"17278","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1975,240814,"NWFSC"
"17279","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1976,241176,"NWFSC"
"17280","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1977,241300,"NWFSC"
"17281","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1978,241277,"NWFSC"
"17282","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1979,240934,"NWFSC"
"17283","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1980,240238,"NWFSC"
"17284","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1981,239436,"NWFSC"
"17285","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1982,238514,"NWFSC"
"17286","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1983,237856,"NWFSC"
"17287","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1984,237121,"NWFSC"
"17288","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1985,236584,"NWFSC"
"17289","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1986,236596,"NWFSC"
"17290","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1987,235978,"NWFSC"
"17291","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1988,235328,"NWFSC"
"17292","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1989,234884,"NWFSC"
"17293","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1990,234393,"NWFSC"
"17294","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1991,233821,"NWFSC"
"17295","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1992,233319,"NWFSC"
"17296","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1993,232573,"NWFSC"
"17297","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1994,231742,"NWFSC"
"17298","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1995,230703,"NWFSC"
"17299","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1996,229899,"NWFSC"
"17300","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1997,229173,"NWFSC"
"17301","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1998,228602,"NWFSC"
"17302","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",1999,227788,"NWFSC"
"17303","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2000,226947,"NWFSC"
"17304","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2001,226267,"NWFSC"
"17305","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2002,225289,"NWFSC"
"17306","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2003,224463,"NWFSC"
"17307","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2004,223580,"NWFSC"
"17308","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2005,222491,"NWFSC"
"17309","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2006,221848,"NWFSC"
"17310","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2007,220571,"NWFSC"
"17311","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2008,219159,"NWFSC"
"17312","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2009,218515,"NWFSC"
"17313","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2010,218039,"NWFSC"
"17314","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TB-MT",2011,216672,"NWFSC"
"17315","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1916,0,"NWFSC"
"17316","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1917,0.67,"NWFSC"
"17317","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1918,1.34,"NWFSC"
"17318","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1919,2.01,"NWFSC"
"17319","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1920,2.67,"NWFSC"
"17320","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1921,3.34,"NWFSC"
"17321","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1922,4.01,"NWFSC"
"17322","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1923,4.68,"NWFSC"
"17323","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1924,5.35,"NWFSC"
"17324","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1925,6.02,"NWFSC"
"17325","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1926,6.68,"NWFSC"
"17326","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1927,7.35,"NWFSC"
"17327","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1928,8.02,"NWFSC"
"17328","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1929,8.69,"NWFSC"
"17329","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1930,9.36,"NWFSC"
"17330","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1931,10.03,"NWFSC"
"17331","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1932,22.9,"NWFSC"
"17332","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1933,21.21,"NWFSC"
"17333","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1934,22.91,"NWFSC"
"17334","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1935,43.7,"NWFSC"
"17335","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1936,23.39,"NWFSC"
"17336","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1937,63.9,"NWFSC"
"17337","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1938,373.87,"NWFSC"
"17338","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1939,683.84,"NWFSC"
"17339","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1940,1071.57,"NWFSC"
"17340","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1941,7252.15,"NWFSC"
"17341","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1942,6160.23,"NWFSC"
"17342","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1943,8221.29,"NWFSC"
"17343","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1944,16875.87,"NWFSC"
"17344","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1945,9212.26,"NWFSC"
"17345","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1946,9169.89,"NWFSC"
"17346","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1947,6234.62,"NWFSC"
"17347","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1948,5518.75,"NWFSC"
"17348","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1949,5046.91,"NWFSC"
"17349","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1950,2027.79,"NWFSC"
"17350","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1951,1750.21,"NWFSC"
"17351","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1952,1549.71,"NWFSC"
"17352","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1953,1437.92,"NWFSC"
"17353","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1954,1280.17,"NWFSC"
"17354","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1955,1287.36,"NWFSC"
"17355","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1956,1207,"NWFSC"
"17356","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1957,1362.1,"NWFSC"
"17357","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1958,1184.39,"NWFSC"
"17358","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1959,1134.92,"NWFSC"
"17359","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1960,921.43,"NWFSC"
"17360","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1961,714.27,"NWFSC"
"17361","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1962,412.39,"NWFSC"
"17362","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1963,425.44,"NWFSC"
"17363","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1964,463.46,"NWFSC"
"17364","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1965,437.43,"NWFSC"
"17365","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1966,481.38,"NWFSC"
"17366","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1967,346.16,"NWFSC"
"17367","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","Spotted spiny dogfish Pacific Coast","TC-MT",1968,500.33,"NWFSC"
