stockid,assessid,stocklong,tsid,tsyear,tsvalue,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1976,646.7,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1977,577.1,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1978,438.2,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1979,321.6,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1980,1249.3,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1981,222,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1982,1008.5,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1983,540.3,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1984,633.9,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1985,663,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1986,405.4,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1987,695.2,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1988,1641.8,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1989,1767.6,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1990,894.9,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1991,847.5,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1992,618.9,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1993,869.7,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1994,1154.3,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1995,905.8,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1996,872.9,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1997,1069.9,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1998,1103.1,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,1999,394.1,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2000,90.6,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2001,90.9,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2002,102.2,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2003,14.6,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2004,16.9,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2005,16.8,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2006,48.4,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2007,7.3,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2008,11,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,Greenstriped rockfish Pacific Coast,TC-MT,2009,9.2,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1960,40800,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1961,46384,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1962,49409,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1963,44150,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1964,46512,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1965,52823,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1966,52918,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1967,34728,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1968,25469,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1969,16456,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1970,8415,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1971,7306,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1972,3869,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1973,2777,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1974,2396,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1975,3989,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1976,2904,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1977,7934,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1978,12160,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1979,14279,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1980,17470,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1981,19176,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1982,12625,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1983,8682,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1984,8807,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1985,4273,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1986,3339,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1987,2156,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1988,2492,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1989,1718,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1990,2106,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1991,1434,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1992,2053,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1993,827,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1994,2302,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1995,309,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1996,436,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1997,1151,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1998,2192,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,1999,2628,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2000,3280,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2001,5037,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2002,6741,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2003,5954,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2004,8415,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2005,7278,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2006,3938,,,,,,,,,,,,,,,,,
HADGB,NEFSC-HADGB-1930-2008-BAUM,Haddock Georges Bank,TC-MT,2007,4864,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1956,7307,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1957,6166,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1958,7367,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1959,4660,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1960,4924,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1961,5353,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1962,5110,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1963,4789,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1964,5853.3,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1965,4654,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1966,5869.9,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1967,5502,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1968,3557.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1969,2697.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1970,1543.1,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1971,1316.3,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1972,955,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1973,609.3,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1974,878.3,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1975,1342.5,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1976,2012.9,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1977,3334.8,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1978,5071.1,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1979,4405.6,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1980,6542.3,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1981,6289.1,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1982,6961.2,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1983,7671.9,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1984,4108.6,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1985,3073.3,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1986,1878.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1987,860.1,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1988,429.8,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1989,282,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1990,438.6,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1991,435.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1992,330.9,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1993,223.2,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1994,217.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1995,475.7,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1996,359.7,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1997,988.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1998,953.8,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,1999,564.6,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2000,903.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2001,1146.6,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2002,1166.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2003,1237.4,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2004,1402.7,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2005,1716,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2006,1171.5,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2007,1368,,,,,,,,,,,,,,,,,
HAD5Y,NEFSC-HAD5Y-1956-2008-BAUM,Haddock NAFO-5Y,TC-MT,2008,,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,ACL-MT,2003,20,Highly uncertain,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,ACL-MT,2004,29,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,ACL-MT,2005,29,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1979,,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1980,28.08,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1981,56.0738,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1982,24.5539,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1983,25.8381,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1984,18.9066,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1985,18.1219,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1986,23.3924,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1987,44.115,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1988,26.0946,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1989,15.6751,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1990,29.5832,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1991,29.6027,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1992,29.5959,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1993,43.6446,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1994,17.3046,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1995,12.7726,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1996,17.9918,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1997,30.7456,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1998,18.3459,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,1999,38.1778,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2000,41.8168,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2001,57.0502,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2002,96.7418,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2003,48.5849,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2004,51.7732,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2005,35,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2006,48,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2007,53,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2008,57,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,Kelp greenling Oregon Coast,TC-MT,2009,63,,,,,,,,,,,,,,,,,
LINGCODSPCOAST,NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,Lingcod Southern Pacific Coast,ACL-MT,1994,4000,Both stocks aggregated,,,,,,,,,,,,,,,,
LINGCODSPCOAST,NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,Lingcod Southern Pacific Coast,ACL-MT,1995,2400,,,,,,,,,,,,,,,,,
LINGCODSPCOAST,NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,Lingcod Southern Pacific Coast,ACL-MT,1996,2400,,,,,,,,,,,,,,,,,
LINGCODSPCOAST,NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,Lingcod Southern Pacific Coast,ACL-MT,1997,2400,,,,,,,,,,,,,,,,,
LINGCODSPCOAST,NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,Lingcod Southern Pacific Coast,ACL-MT,1998,838,,,,,,,,,,,,,,,,,
LINGCODSPCOAST,NWFSC-LINGCODSPCOAST-1928-2009-STACHURA,Lingcod Southern Pacific Coast,ACL-MT,1999,730,,,,,,,,,,,,,,,,,
