"","stockid","assessid","stocklong","tsid","tsyear","tsvalue"
"11526","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1976,"8486"
"11527","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1977,"7739"
"11528","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1978,"7442"
"11529","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1979,"6831"
"11530","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1980,"5864"
"11531","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1981,"4922"
"11532","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1982,"4174"
"11533","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1983,"3476"
"11534","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1984,"3187"
"11535","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1985,"2862"
"11536","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1986,"2358"
"11537","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1987,"2198"
"11538","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1988,"2186"
"11539","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1989,"2100"
"11540","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1990,"1832"
"11541","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1991,"1669"
"11542","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1992,"1572"
"11543","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1993,"1495"
"11544","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1994,"1559"
"11545","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1995,"1853"
"11546","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1996,"2139"
"11547","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1997,"2316"
"11548","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1998,"2485"
"11549","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",1999,"2809"
"11550","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2000,"3157"
"11551","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2001,"3809"
"11552","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2002,"4693"
"11553","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2003,"5788"
"11554","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2004,"7278"
"11555","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2005,"9699"
"11556","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2006,"12233"
"11557","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2007,"14652"
"11558","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2008,"16861"
"11559","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","SSB-MT",2009,"18656"
"11560","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1928,"31991"
"11561","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1929,"31944"
"11562","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1930,"31731"
"11563","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1931,"31453"
"11564","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1932,"31195"
"11565","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1933,"31089"
"11566","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1934,"30751"
"11567","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1935,"30661"
"11568","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1936,"30500"
"11569","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1937,"30455"
"11570","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1938,"30304"
"11571","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1939,"30237"
"11572","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1940,"30238"
"11573","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1941,"30182"
"11574","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1942,"30197"
"11575","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1943,"30328"
"11576","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1944,"30267"
"11577","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1945,"30193"
"11578","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1946,"30124"
"11579","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1947,"29822"
"11580","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1948,"29032"
"11581","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1949,"28231"
"11582","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1950,"27634"
"11583","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1951,"26970"
"11584","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1952,"26374"
"11585","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1953,"26042"
"11586","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1954,"25956"
"11587","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1955,"25802"
"11588","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1956,"25611"
"11589","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1957,"25344"
"11590","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1958,"24704"
"11591","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1959,"24085"
"11592","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1960,"23620"
"11593","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1961,"23257"
"11594","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1962,"22833"
"11595","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1963,"22547"
"11596","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1964,"22252"
"11597","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1965,"22061"
"11598","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1966,"21778"
"11599","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1967,"21376"
"11600","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1968,"20928"
"11601","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1969,"20500"
"11602","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1970,"20222"
"11603","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1971,"19715"
"11604","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1972,"19144"
"11605","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1973,"18149"
"11606","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1974,"17081"
"11607","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1975,"15740"
"11608","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1976,"14321"
"11609","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1977,"12663"
"11610","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1978,"12671"
"11611","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1979,"12123"
"11612","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1980,"10842"
"11613","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1981,"9496"
"11614","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1982,"8159"
"11615","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1983,"6824"
"11616","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1984,"6072"
"11617","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1985,"6269"
"11618","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1986,"6173"
"11619","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1987,"6491"
"11620","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1988,"6360"
"11621","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1989,"6108"
"11622","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1990,"5320"
"11623","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1991,"4773"
"11624","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1992,"4571"
"11625","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1993,"4697"
"11626","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1994,"4632"
"11627","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1995,"4817"
"11628","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1996,"5173"
"11629","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1997,"5170"
"11630","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1998,"5693"
"11631","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",1999,"6426"
"11632","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2000,"7043"
"11633","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2001,"9878"
"11634","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2002,"12917"
"11635","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2003,"16229"
"11636","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2004,"18576"
"11637","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2005,"22224"
"11638","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2006,"24565"
"11639","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2007,"26240"
"11640","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2008,"27201"
"11641","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TB-MT",2009,"30875"
"11642","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1928,"387"
"11643","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1929,"532"
"11644","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1930,"590"
"11645","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1931,"567"
"11646","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1932,"412"
"11647","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1933,"650"
"11648","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1934,"406"
"11649","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1935,"481"
"11650","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1936,"366"
"11651","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1937,"476"
"11652","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1938,"394"
"11653","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1939,"322"
"11654","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1940,"376"
"11655","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1941,"299"
"11656","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1942,"174"
"11657","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1943,"356"
"11658","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1944,"363"
"11659","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1945,"349"
"11660","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1946,"581"
"11661","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1947,"1081"
"11662","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1948,"1123"
"11663","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1949,"947"
"11664","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1950,"1048"
"11665","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1951,"1010"
"11666","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1952,"771"
"11667","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1953,"532"
"11668","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1954,"594"
"11669","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1955,"625"
"11670","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1956,"688"
"11671","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1957,"1061"
"11672","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1958,"1042"
"11673","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1959,"891"
"11674","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1960,"788"
"11675","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1961,"845"
"11676","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1962,"697"
"11677","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1963,"697"
"11678","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1964,"583"
"11679","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1965,"670"
"11680","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1966,"797"
"11681","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1967,"881"
"11682","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1968,"930"
"11683","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1969,"892"
"11684","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1970,"1281"
"11685","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1971,"1592"
"11686","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1972,"2295"
"11687","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1973,"2474"
"11688","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1974,"2603"
"11689","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1975,"2410"
"11690","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1976,"2408"
"11691","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1977,"1522"
"11692","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1978,"1823"
"11693","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1979,"2465"
"11694","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1980,"2749"
"11695","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1981,"2437"
"11696","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1982,"2254"
"11697","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1983,"1504"
"11698","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1984,"1429"
"11699","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1985,"1932"
"11700","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1986,"1449"
"11701","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1987,"1794"
"11702","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1988,"2049"
"11703","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1989,"2220"
"11704","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1990,"1837"
"11705","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1991,"1586"
"11706","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1992,"1391"
"11707","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1993,"1145"
"11708","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod Southern Pacific Coast","TL-MT",1994,"820"
