"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region"
"180","dover sole pacific coast 2008",0.137404580152672,0.131,"Fmsy-1/yr",0.018,"F-1/T","dover sole pacific coast","dover sole pacific coast","DSOLEPCOAST","SWFSC-DSOLEPCOAST-1910-2011-STACHURA",2008,"SSB-MT",396088,"SSBmsy-MT",114398,3.46236822322069,"west"
"181","dover sole pacific coast 2009",0.145038167938931,0.131,"Fmsy-1/yr",0.019,"F-1/T","dover sole pacific coast","dover sole pacific coast","DSOLEPCOAST","SWFSC-DSOLEPCOAST-1910-2011-STACHURA",2009,"SSB-MT",398921,"SSBmsy-MT",114398,3.48713264217906,"west"
"182","dover sole pacific coast 2010",0.129770992366412,0.131,"Fmsy-1/yr",0.017,"F-1/T","dover sole pacific coast","dover sole pacific coast","DSOLEPCOAST","SWFSC-DSOLEPCOAST-1910-2011-STACHURA",2010,"SSB-MT",397836,"SSBmsy-MT",114398,3.47764821063305,"west"
"183","dover sole pacific coast 2011",NA,NA,NA,NA,NA,NA,"dover sole pacific coast","DSOLEPCOAST","SWFSC-DSOLEPCOAST-1910-2011-STACHURA",2011,"SSB-MT",393507,"SSBmsy-MT",114398,3.43980663997622,"west"
"184","english sole pacific coast 2000",0.148148148148148,0.27,"Fmsy-1/yr",0.04,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2000,"SSB-MT",16006,"SSBmsy-MT",6526,2.45265093472265,"west"
"185","english sole pacific coast 2001",0.148148148148148,0.27,"Fmsy-1/yr",0.04,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2001,"SSB-MT",20120,"SSBmsy-MT",6526,3.08305240576157,"west"
"186","english sole pacific coast 2002",0.111111111111111,0.27,"Fmsy-1/yr",0.03,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2002,"SSB-MT",26545,"SSBmsy-MT",6526,4.06757585044438,"west"
"187","english sole pacific coast 2003",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2003,"SSB-MT",33548,"SSBmsy-MT",6526,5.1406680968434,"west"
"188","english sole pacific coast 2004",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2004,"SSB-MT",38534,"SSBmsy-MT",6526,5.90468893656145,"west"
"189","english sole pacific coast 2005",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2005,"SSB-MT",41029,"SSBmsy-MT",6526,6.2870058228624,"west"
"190","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2006,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west"
"191","english sole pacific coast 2007",NA,NA,NA,NA,NA,NA,"english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2007,"SSB-MT",41907,"SSBmsy-MT",6526,6.4215445908673,"west"
"192","gopher rockfish southern pacific coast 2000",0.776699029126214,0.103,"Umsy-ratio",0.08,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2000,"SSB-MT",2370.3,"SSBmsy-MT",798,2.9703007518797,"west"
"193","gopher rockfish southern pacific coast 2001",1.10679611650485,0.103,"Umsy-ratio",0.114,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2001,"SSB-MT",2423.8,"SSBmsy-MT",798,3.03734335839599,"west"
"194","gopher rockfish southern pacific coast 2002",0.815533980582524,0.103,"Umsy-ratio",0.084,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2002,"SSB-MT",2292.2,"SSBmsy-MT",798,2.87243107769424,"west"
"195","gopher rockfish southern pacific coast 2003",1.0873786407767,0.103,"Umsy-ratio",0.112,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2003,"SSB-MT",2167.6,"SSBmsy-MT",798,2.71629072681704,"west"
"196","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2004,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west"
"197","gopher rockfish southern pacific coast 2005",NA,NA,NA,NA,NA,NA,"gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2005,"SSB-MT",1901.9,"SSBmsy-MT",798,2.38333333333333,"west"
"198","greenspotted rockfish pacific coast north 2000",0.9,0.07,"Fmsy-1/yr",0.063,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2000,"SSB-eggs",69522500000,"SSBmsy-eggs",5.64e+11,0.123266843971631,"west"
"199","greenspotted rockfish pacific coast north 2001",0.457142857142857,0.07,"Fmsy-1/yr",0.032,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2001,"SSB-eggs",75298500000,"SSBmsy-eggs",5.64e+11,0.133507978723404,"west"
"200","greenspotted rockfish pacific coast north 2002",0.114285714285714,0.07,"Fmsy-1/yr",0.008,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2002,"SSB-eggs",82939500000,"SSBmsy-eggs",5.64e+11,0.14705585106383,"west"
"201","greenspotted rockfish pacific coast north 2003",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2003,"SSB-eggs",92330500000,"SSBmsy-eggs",5.64e+11,0.163706560283688,"west"
"202","greenspotted rockfish pacific coast north 2004",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2004,"SSB-eggs",1.02e+11,"SSBmsy-eggs",5.64e+11,0.180851063829787,"west"
"203","greenspotted rockfish pacific coast north 2005",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2005,"SSB-eggs",1.13e+11,"SSBmsy-eggs",5.64e+11,0.200354609929078,"west"
"204","greenspotted rockfish pacific coast north 2006",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2006,"SSB-eggs",1.23e+11,"SSBmsy-eggs",5.64e+11,0.218085106382979,"west"
"205","greenspotted rockfish pacific coast north 2007",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2007,"SSB-eggs",1.33e+11,"SSBmsy-eggs",5.64e+11,0.235815602836879,"west"
"206","greenspotted rockfish pacific coast north 2008",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2008,"SSB-eggs",1.43e+11,"SSBmsy-eggs",5.64e+11,0.25354609929078,"west"
"207","greenspotted rockfish pacific coast north 2009",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2009,"SSB-eggs",1.53e+11,"SSBmsy-eggs",5.64e+11,0.271276595744681,"west"
"208","greenspotted rockfish pacific coast north 2010",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2010,"SSB-eggs",1.63e+11,"SSBmsy-eggs",5.64e+11,0.289007092198582,"west"
"209","greenspotted rockfish pacific coast south 2000",0.266666666666667,0.06,"Fmsy-1/yr",0.016,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2000,"SSB-eggs",1.89e+11,"SSBmsy-eggs",7.94e+11,0.238035264483627,"west"
"210","greenspotted rockfish pacific coast south 2001",0.2,0.06,"Fmsy-1/yr",0.012,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2001,"SSB-eggs",1.98e+11,"SSBmsy-eggs",7.94e+11,0.249370277078086,"west"
"211","greenspotted rockfish pacific coast south 2002",0.15,0.06,"Fmsy-1/yr",0.009,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2002,"SSB-eggs",2.08e+11,"SSBmsy-eggs",7.94e+11,0.261964735516373,"west"
"212","greenspotted rockfish pacific coast south 2003",0,0.06,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2003,"SSB-eggs",2.19e+11,"SSBmsy-eggs",7.94e+11,0.275818639798489,"west"
"213","greenspotted rockfish pacific coast south 2004",0.183333333333333,0.06,"Fmsy-1/yr",0.011,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2004,"SSB-eggs",2.3e+11,"SSBmsy-eggs",7.94e+11,0.289672544080605,"west"
"214","greenspotted rockfish pacific coast south 2005",0.316666666666667,0.06,"Fmsy-1/yr",0.019,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2005,"SSB-eggs",2.4e+11,"SSBmsy-eggs",7.94e+11,0.302267002518892,"west"
"215","greenspotted rockfish pacific coast south 2006",0.0833333333333333,0.06,"Fmsy-1/yr",0.005,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2006,"SSB-eggs",2.48e+11,"SSBmsy-eggs",7.94e+11,0.312342569269521,"west"
"216","greenspotted rockfish pacific coast south 2007",0.15,0.06,"Fmsy-1/yr",0.009,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2007,"SSB-eggs",2.59e+11,"SSBmsy-eggs",7.94e+11,0.326196473551637,"west"
"217","greenspotted rockfish pacific coast south 2008",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2008,"SSB-eggs",2.68e+11,"SSBmsy-eggs",7.94e+11,0.337531486146096,"west"
"218","greenspotted rockfish pacific coast south 2009",0.15,0.06,"Fmsy-1/yr",0.009,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2009,"SSB-eggs",2.78e+11,"SSBmsy-eggs",7.94e+11,0.350125944584383,"west"
"219","greenspotted rockfish pacific coast south 2010",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2010,"SSB-eggs",2.87e+11,"SSBmsy-eggs",7.94e+11,0.361460957178841,"west"
"220","greenstriped rockfish pacific coast 2000",0.0601173020527859,0.0682,"Fmsy-1/yr",0.0041,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2000,"SSB-eggs",4275040000,"SSBmsy-eggs",2.039e+09,2.09663560568906,"west"
"221","greenstriped rockfish pacific coast 2001",0.0586510263929619,0.0682,"Fmsy-1/yr",0.004,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2001,"SSB-eggs",4425190000,"SSBmsy-eggs",2.039e+09,2.17027464443355,"west"
"222","greenstriped rockfish pacific coast 2002",0.063049853372434,0.0682,"Fmsy-1/yr",0.0043,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2002,"SSB-eggs",4539560000,"SSBmsy-eggs",2.039e+09,2.2263658656204,"west"
"223","greenstriped rockfish pacific coast 2003",0.00879765395894428,0.0682,"Fmsy-1/yr",6e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2003,"SSB-eggs",4632570000,"SSBmsy-eggs",2.039e+09,2.27198136341344,"west"
"224","greenstriped rockfish pacific coast 2004",0.0102639296187683,0.0682,"Fmsy-1/yr",7e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2004,"SSB-eggs",4759820000,"SSBmsy-eggs",2.039e+09,2.33438940657185,"west"
"225","greenstriped rockfish pacific coast 2005",0.00879765395894428,0.0682,"Fmsy-1/yr",6e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2005,"SSB-eggs",4923550000,"SSBmsy-eggs",2.039e+09,2.41468857282982,"west"
"226","greenstriped rockfish pacific coast 2006",0.0263929618768328,0.0682,"Fmsy-1/yr",0.0018,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2006,"SSB-eggs",5119550000,"SSBmsy-eggs",2.039e+09,2.51081412457087,"west"
"227","greenstriped rockfish pacific coast 2007",0.00439882697947214,0.0682,"Fmsy-1/yr",3e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2007,"SSB-eggs",5322590000,"SSBmsy-eggs",2.039e+09,2.61039234919078,"west"
"228","greenstriped rockfish pacific coast 2008",0.00586510263929619,0.0682,"Fmsy-1/yr",4e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2008,"SSB-eggs",5533240000,"SSBmsy-eggs",2.039e+09,2.71370279548798,"west"
"229","greenstriped rockfish pacific coast 2009",0.00439882697947214,0.0682,"Fmsy-1/yr",3e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2009,"SSB-eggs",5736280000,"SSBmsy-eggs",2.039e+09,2.8132810201079,"west"
"230","haddock georges bank 2000",0.615384615384615,0.26,"Fmsy-1/T",0.16,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2000,"SSB-MT",75111,"SSBmsy-MT",158873,0.472773850811655,"ne"
"231","haddock georges bank 2001",0.846153846153846,0.26,"Fmsy-1/T",0.22,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2001,"SSB-MT",90118,"SSBmsy-MT",158873,0.567232947070931,"ne"
"232","haddock georges bank 2002",0.884615384615385,0.26,"Fmsy-1/T",0.23,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2002,"SSB-MT",104085,"SSBmsy-MT",158873,0.655145934173837,"ne"
"233","haddock georges bank 2003",0.807692307692308,0.26,"Fmsy-1/T",0.21,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2003,"SSB-MT",126003,"SSBmsy-MT",158873,0.793105184644339,"ne"
"234","haddock georges bank 2004",1.15384615384615,0.26,"Fmsy-1/T",0.3,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2004,"SSB-MT",115770,"SSBmsy-MT",158873,0.728695247147092,"ne"
"235","haddock georges bank 2005",1.19230769230769,0.26,"Fmsy-1/T",0.31,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2005,"SSB-MT",142954,"SSBmsy-MT",158873,0.899800469557445,"ne"
"236","haddock georges bank 2006",0.923076923076923,0.26,"Fmsy-1/T",0.24,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2006,"SSB-MT",265994,"SSBmsy-MT",158873,1.67425553744186,"ne"
"237","haddock georges bank 2007",0.884615384615385,0.26,"Fmsy-1/T",0.23,"F-1/T","haddock georges bank","haddock georges bank","HADGB","NEFSC-HADGB-1930-2008-BAUM",2007,"SSB-MT",315975,"SSBmsy-MT",158873,1.98885273142699,"ne"
"238","haddock nafo-5y 2004",0.41304347826087,0.46,"Fmsy",0.19,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2004,"SSB-MT",9640,"SSBmsy-MT",4108,2.34664070107108,"ne"
"239","haddock nafo-5y 2005",0.630434782608696,0.46,"Fmsy",0.29,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2005,"SSB-MT",8100,"SSBmsy-MT",4108,1.97176241480039,"ne"
"240","haddock nafo-5y 2006",0.521739130434783,0.46,"Fmsy",0.24,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2006,"SSB-MT",7440,"SSBmsy-MT",4108,1.81110029211295,"ne"
"241","haddock nafo-5y 2007",0.804347826086956,0.46,"Fmsy",0.37,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2007,"SSB-MT",6430,"SSBmsy-MT",4108,1.56523855890945,"ne"
"242","haddock nafo-5y 2008",0.739130434782609,0.46,"Fmsy",0.34,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2008,"SSB-MT",5460,"SSBmsy-MT",4108,1.32911392405063,"ne"
"243","haddock nafo-5y 2009",0.630434782608696,0.46,"Fmsy",0.29,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2009,"SSB-MT",4770,"SSBmsy-MT",4108,1.16114897760467,"ne"
"244","haddock nafo-5y 2010",0.782608695652174,0.46,"Fmsy",0.36,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2010,"SSB-MT",3900,"SSBmsy-MT",4108,0.949367088607595,"ne"
"245","haddock nafo-5y 2011",0.739130434782609,0.46,"Fmsy",0.34,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2011,"SSB-MT",3060,"SSBmsy-MT",4108,0.744888023369036,"ne"
"246","haddock nafo-5y 2012",1.06521739130435,0.46,"Fmsy",0.49,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2012,"SSB-MT",2960,"SSBmsy-MT",4108,0.720545277507303,"ne"
"247","haddock nafo-5y 2013",0.847826086956522,0.46,"Fmsy",0.39,"F","haddock nafo-5y","haddock nafo-5y","HAD5Y","NEFSC-HAD5Y-2004-2013-KURIYAMA",2013,"SSB-MT",4150,"SSBmsy-MT",4108,1.01022395326193,"ne"
"248","kelp greenling oregon coast 2000",0.3477944,0.125,"Fmsy-1/T",0.0434743,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2000,"SSB-MT",250.11,"SSBmsy-MT",123,2.03341463414634,"west"
"249","kelp greenling oregon coast 2001",0.4992488,0.125,"Fmsy-1/T",0.0624061,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2001,"SSB-MT",229.513,"SSBmsy-MT",123,1.8659593495935,"west"
"250","kelp greenling oregon coast 2002",0.904368,0.125,"Fmsy-1/T",0.113046,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2002,"SSB-MT",207.319,"SSBmsy-MT",123,1.68552032520325,"west"
"251","kelp greenling oregon coast 2003",0.5153576,0.125,"Fmsy-1/T",0.0644197,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2003,"SSB-MT",181.31,"SSBmsy-MT",123,1.47406504065041,"west"
"252","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2004,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west"
"253","kelp greenling oregon coast 2005",NA,NA,NA,NA,NA,NA,"kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2005,"SSB-MT",156.873,"SSBmsy-MT",123,1.27539024390244,"west"
"254","lingcod northern pacific coast 2000",2.34687142857143,0.14,"Umsy-ratio",0.328562,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2000,"SSB-MT",5244,"SSBmsy-MT",13230,0.396371882086168,"west"
"255","lingcod northern pacific coast 2000",2.34687142857143,0.14,"Fmsy-1/yr",0.328562,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2000,"SSB-MT",5244,"SSBmsy-MT",13230,0.396371882086168,"west"
"256","lingcod northern pacific coast 2001",2.14440714285714,0.14,"Umsy-ratio",0.300217,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2001,"SSB-MT",6030,"SSBmsy-MT",13230,0.45578231292517,"west"
"257","lingcod northern pacific coast 2001",2.14440714285714,0.14,"Fmsy-1/yr",0.300217,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2001,"SSB-MT",6030,"SSBmsy-MT",13230,0.45578231292517,"west"
"258","lingcod northern pacific coast 2002",2.70120714285714,0.14,"Fmsy-1/yr",0.378169,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2002,"SSB-MT",6840,"SSBmsy-MT",13230,0.517006802721088,"west"
"259","lingcod northern pacific coast 2002",2.70120714285714,0.14,"Umsy-ratio",0.378169,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2002,"SSB-MT",6840,"SSBmsy-MT",13230,0.517006802721088,"west"
"260","lingcod northern pacific coast 2003",2.15282857142857,0.14,"Umsy-ratio",0.301396,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2003,"SSB-MT",7837,"SSBmsy-MT",13230,0.592365835222978,"west"
"261","lingcod northern pacific coast 2003",2.15282857142857,0.14,"Fmsy-1/yr",0.301396,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2003,"SSB-MT",7837,"SSBmsy-MT",13230,0.592365835222978,"west"
"262","lingcod northern pacific coast 2004",1.74595714285714,0.14,"Umsy-ratio",0.244434,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2004,"SSB-MT",9437,"SSBmsy-MT",13230,0.713303099017385,"west"
"263","lingcod northern pacific coast 2004",1.74595714285714,0.14,"Fmsy-1/yr",0.244434,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2004,"SSB-MT",9437,"SSBmsy-MT",13230,0.713303099017385,"west"
"264","lingcod northern pacific coast 2005",1.75780714285714,0.14,"Fmsy-1/yr",0.246093,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2005,"SSB-MT",11689,"SSBmsy-MT",13230,0.883522297808012,"west"
"265","lingcod northern pacific coast 2005",1.75780714285714,0.14,"Umsy-ratio",0.246093,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2005,"SSB-MT",11689,"SSBmsy-MT",13230,0.883522297808012,"west"
"266","lingcod northern pacific coast 2006",1.83321428571429,0.14,"Fmsy-1/yr",0.25665,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2006,"SSB-MT",14271,"SSBmsy-MT",13230,1.07868480725624,"west"
