"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"5494","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1988,160171,NA,NA,NA,NA,NA,NA
"5495","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1989,145288,NA,NA,NA,NA,NA,NA
"5496","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1990,127253,NA,NA,NA,NA,NA,NA
"5497","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1991,111205,NA,NA,NA,NA,NA,NA
"5498","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1992,106547,NA,NA,NA,NA,NA,NA
"5499","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1993,101786,NA,NA,NA,NA,NA,NA
"5500","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1994,89854,NA,NA,NA,NA,NA,NA
"5501","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1995,92088,NA,NA,NA,NA,NA,NA
"5502","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1996,89812,NA,NA,NA,NA,NA,NA
"5503","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1997,92786,NA,NA,NA,NA,NA,NA
"5504","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1998,101713,NA,NA,NA,NA,NA,NA
"5505","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",1999,101219,NA,NA,NA,NA,NA,NA
"5506","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2000,114351,NA,NA,NA,NA,NA,NA
"5507","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2001,121634,NA,NA,NA,NA,NA,NA
"5508","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2002,120258,NA,NA,NA,NA,NA,NA
"5509","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2003,116468,NA,NA,NA,NA,NA,NA
"5510","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2004,134004,NA,NA,NA,NA,NA,NA
"5511","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2005,139223,NA,NA,NA,NA,NA,NA
"5512","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2006,142471,NA,NA,NA,NA,NA,NA
"5513","TB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","TB-MT",2007,153843,NA,NA,NA,NA,NA,NA
"5514","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1930,NA,NA,NA,NA,NA,NA,NA
"5515","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1931,NA,NA,NA,NA,NA,NA,NA
"5516","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1932,NA,NA,NA,NA,NA,NA,NA
"5517","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1933,NA,NA,NA,NA,NA,NA,NA
"5518","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1934,NA,NA,NA,NA,NA,NA,NA
"5519","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1935,NA,NA,NA,NA,NA,NA,NA
"5520","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1936,NA,NA,NA,NA,NA,NA,NA
"5521","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1937,NA,NA,NA,NA,NA,NA,NA
"5522","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1938,NA,NA,NA,NA,NA,NA,NA
"5523","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1939,NA,NA,NA,NA,NA,NA,NA
"5524","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1940,NA,NA,NA,NA,NA,NA,NA
"5525","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1941,NA,NA,NA,NA,NA,NA,NA
"5526","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1942,NA,NA,NA,NA,NA,NA,NA
"5527","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1943,NA,NA,NA,NA,NA,NA,NA
"5528","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1944,NA,NA,NA,NA,NA,NA,NA
"5529","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1945,NA,NA,NA,NA,NA,NA,NA
"5530","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1946,NA,NA,NA,NA,NA,NA,NA
"5531","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1947,NA,NA,NA,NA,NA,NA,NA
"5532","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1948,NA,NA,NA,NA,NA,NA,NA
"5533","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1949,NA,NA,NA,NA,NA,NA,NA
"5534","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1950,NA,NA,NA,NA,NA,NA,NA
"5535","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1951,NA,NA,NA,NA,NA,NA,NA
"5536","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1952,NA,NA,NA,NA,NA,NA,NA
"5537","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1953,NA,NA,NA,NA,NA,NA,NA
"5538","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1954,NA,NA,NA,NA,NA,NA,NA
"5539","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1955,NA,NA,NA,NA,NA,NA,NA
"5540","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1956,NA,NA,NA,NA,NA,NA,NA
"5541","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1957,NA,NA,NA,NA,NA,NA,NA
"5542","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1958,NA,NA,NA,NA,NA,NA,NA
"5543","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1959,NA,NA,NA,NA,NA,NA,NA
"5544","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1960,NA,NA,NA,NA,NA,NA,NA
"5545","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1961,NA,NA,NA,NA,NA,NA,NA
"5546","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1962,NA,NA,NA,NA,NA,NA,NA
"5547","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1963,NA,NA,NA,NA,NA,NA,NA
"5548","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1964,NA,NA,NA,NA,NA,NA,NA
"5549","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1965,NA,NA,NA,NA,NA,NA,NA
"5550","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1966,NA,NA,NA,NA,NA,NA,NA
"5551","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1967,NA,NA,NA,NA,NA,NA,NA
"5552","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1968,NA,NA,NA,NA,NA,NA,NA
"5553","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1969,NA,NA,NA,NA,NA,NA,NA
"5554","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1970,NA,NA,NA,NA,NA,NA,NA
"5555","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1971,NA,NA,NA,NA,NA,NA,NA
"5556","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1972,NA,NA,NA,NA,NA,NA,NA
"5557","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1973,786.603,NA,NA,NA,NA,NA,NA
"5558","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1974,786.005,NA,NA,NA,NA,NA,NA
"5559","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1975,784.221,NA,NA,NA,NA,NA,NA
"5560","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1976,782.064,NA,NA,NA,NA,NA,NA
"5561","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1977,774.368,NA,NA,NA,NA,NA,NA
"5562","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1978,769.362,NA,NA,NA,NA,NA,NA
"5563","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1979,754.06,NA,NA,NA,NA,NA,NA
"5564","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1980,749.018,NA,NA,NA,NA,NA,NA
"5565","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1981,748.055,NA,NA,NA,NA,NA,NA
"5566","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1982,731.438,NA,NA,NA,NA,NA,NA
"5567","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1983,722.568,NA,NA,NA,NA,NA,NA
"5568","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1984,708.886,NA,NA,NA,NA,NA,NA
"5569","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1985,685.141,NA,NA,NA,NA,NA,NA
"5570","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1986,659.745,NA,NA,NA,NA,NA,NA
"5571","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1987,626.984,NA,NA,NA,NA,NA,NA
"5572","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1988,610.944,NA,NA,NA,NA,NA,NA
"5573","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1989,590.774,NA,NA,NA,NA,NA,NA
"5574","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1990,573.102,NA,NA,NA,NA,NA,NA
"5575","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1991,556.317,NA,NA,NA,NA,NA,NA
"5576","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1992,547.668,NA,NA,NA,NA,NA,NA
"5577","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1993,544.6,NA,NA,NA,NA,NA,NA
"5578","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1994,552.572,NA,NA,NA,NA,NA,NA
"5579","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1995,561.244,NA,NA,NA,NA,NA,NA
"5580","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1996,577.586,NA,NA,NA,NA,NA,NA
"5581","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1997,593.815,NA,NA,NA,NA,NA,NA
"5582","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1998,591.338,NA,NA,NA,NA,NA,NA
"5583","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",1999,596.326,NA,NA,NA,NA,NA,NA
"5584","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2000,613.029,NA,NA,NA,NA,NA,NA
"5585","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2001,631.377,NA,NA,NA,NA,NA,NA
"5586","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2002,630.375,NA,NA,NA,NA,NA,NA
"5587","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2003,615.539,NA,NA,NA,NA,NA,NA
"5588","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2004,606.615,NA,NA,NA,NA,NA,NA
"5589","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2005,584.349,NA,NA,NA,NA,NA,NA
"5590","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2006,558.145,NA,NA,NA,NA,NA,NA
"5591","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2007,531.8,NA,NA,NA,NA,NA,NA
"5592","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2008,506.215,NA,NA,NA,NA,NA,NA
"5593","TB-MT cabezon northern california","CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","TB-MT",2009,483.415,NA,NA,NA,NA,NA,NA
"5594","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1996,549.3,NA,NA,NA,NA,NA,NA
"5595","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1997,562.293,NA,NA,NA,NA,NA,NA
"5596","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1998,558.871,NA,NA,NA,NA,NA,NA
"5597","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1999,555.656,NA,NA,NA,NA,NA,NA
"5598","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2000,561.685,NA,NA,NA,NA,NA,NA
"5599","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2001,599.035,NA,NA,NA,NA,NA,NA
"5600","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2002,602.095,NA,NA,NA,NA,NA,NA
"5601","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2003,592.843,NA,NA,NA,NA,NA,NA
"5602","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2004,584.329,NA,NA,NA,NA,NA,NA
"5603","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2005,556.619,NA,NA,NA,NA,NA,NA
"5604","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2006,538.248,NA,NA,NA,NA,NA,NA
"5605","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2007,516.355,NA,NA,NA,NA,NA,NA
"5606","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2008,482.943,NA,NA,NA,NA,NA,NA
"5607","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",2009,455.357,NA,NA,NA,NA,NA,NA
"5608","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1973,756.133,NA,NA,NA,NA,NA,NA
"5609","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1974,755.72,NA,NA,NA,NA,NA,NA
"5610","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1975,753.938,NA,NA,NA,NA,NA,NA
"5611","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1976,751.789,NA,NA,NA,NA,NA,NA
"5612","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1977,744.109,NA,NA,NA,NA,NA,NA
"5613","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1978,739.143,NA,NA,NA,NA,NA,NA
"5614","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1979,723.884,NA,NA,NA,NA,NA,NA
"5615","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1980,720.092,NA,NA,NA,NA,NA,NA
"5616","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1981,720.972,NA,NA,NA,NA,NA,NA
"5617","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1982,696.628,NA,NA,NA,NA,NA,NA
"5618","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1983,705.258,NA,NA,NA,NA,NA,NA
"5619","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1984,687.639,NA,NA,NA,NA,NA,NA
"5620","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1985,666.095,NA,NA,NA,NA,NA,NA
"5621","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1986,641.852,NA,NA,NA,NA,NA,NA
"5622","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1987,594.317,NA,NA,NA,NA,NA,NA
"5623","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1988,583.432,NA,NA,NA,NA,NA,NA
"5624","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1989,572.567,NA,NA,NA,NA,NA,NA
"5625","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1990,547.935,NA,NA,NA,NA,NA,NA
"5626","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1991,532.891,NA,NA,NA,NA,NA,NA
"5627","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1992,518.75,NA,NA,NA,NA,NA,NA
"5628","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1993,512.841,NA,NA,NA,NA,NA,NA
"5629","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1994,519.537,NA,NA,NA,NA,NA,NA
"5630","TB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","TB-MT",1995,533.452,NA,NA,NA,NA,NA,NA
"5631","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1930,NA,NA,NA,NA,NA,NA,NA
"5632","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1931,NA,NA,NA,NA,NA,NA,NA
"5633","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1932,NA,NA,NA,NA,NA,NA,NA
"5634","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1933,NA,NA,NA,NA,NA,NA,NA
"5635","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1934,NA,NA,NA,NA,NA,NA,NA
"5636","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1935,NA,NA,NA,NA,NA,NA,NA
"5637","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1936,NA,NA,NA,NA,NA,NA,NA
"5638","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1937,NA,NA,NA,NA,NA,NA,NA
"5639","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1938,NA,NA,NA,NA,NA,NA,NA
"5640","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1939,NA,NA,NA,NA,NA,NA,NA
"5641","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1940,NA,NA,NA,NA,NA,NA,NA
"5642","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1941,NA,NA,NA,NA,NA,NA,NA
"5643","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1942,NA,NA,NA,NA,NA,NA,NA
